Seed,Desc,Player,Wilds,H20,Predict,Actual,Quality,Play,Points,Ante,Surr,Total,R_Wilds,R_Ante,R_Surr,R_Points,R_Totals,R_Plays,R_Wins,R_Games,Hand 1,Hand 2,Hand 3,Hand 4,Hand 5,Hand 6,Total,h1_score,h1_points,h2_score,h2_points,h3_score,h3_points,h4_score,h4_points,h5_score,h5_points,h6_score,h6_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,1,-1736.7,-342.1,481,     Ok,   True,17,-20,0,-3,45,330,-40,-92,198,82,18,92,   A, Trip SD9, Trip SSQ, Trip SHK, FullH 3, FullH 5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,0,-1931.3,-986,-628.8,    Sad,  False,0,-10,-40,-50,41,-155,-260,-111,-526,78,13,92,   A, Pair 9, Pair T, Trip SHQ, Flush K, Six 5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,1,-1833.8,-243.9,-84.1,     Ok,   True,-44,-20,0,-64,44,-360,-160,-493,-1013,83,12,92,   A, Trip SH7, Trip DC9, Trip SDQ, FullH 3, Four 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,1,-1705.6,496.1,991.7,     Ok,   True,24,90,40,154,51,160,160,111,431,83,17,92,   K, Pair 6, Pair 7, Four 8, Four A, FiveSF A, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,1,-757.6,486.8,1893.8,     Ok,   True,20,-20,0,0,41,15,-60,263,218,84,15,93,   A, Pair Q, Pair K, Four T, FiveSF 9, SixSF J, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,0,-1890.8,456.4,-259.8,     Ok,   True,-78,-20,0,-98,40,-30,360,264,594,89,16,93,  HK, Trip DD4, Trip SH6, Trip HC9, Four 2, Four J, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,0,-2058.1,-502.4,-180,     Ok,  False,0,-10,-40,-50,45,320,-80,-92,148,82,18,93,   A, Trip SS7, Trip HH8, Trip HDK, FullH 2, FullH 4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,0,-1320.4,-187.5,3513.5,     Ok,   True,134,90,40,264,41,-65,-220,23,-262,79,14,93,   A, Pair T, Four 6, Four Q, FiveSF A, Five 8, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,0,-1216.9,-290.5,-369.8,     Ok,   True,-91,-20,0,-111,44,-380,-160,-584,-1124,84,12,93,   A, Trip SH3, Trip SH4, Trip SSQ, Flush K, Five 7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,2,-421,1183.5,3083.7, Monster,   True,15,-20,0,-5,53,140,160,126,426,84,17,93,   Q, Trip HHJ, Trip SHA, Four 5, Four K, FiveSF 9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,0,-2190.3,-1506.6,-846.9,    Sad,  False,0,-10,-40,-50,41,5,-100,263,168,84,15,94,   K, Trip SH2, Trip SH9, Trip SHQ, Flush A, Flush A, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,0,-1949.6,-285.5,-52,     Ok,   True,-32,-20,0,-52,40,-50,360,232,542,90,16,94,  SA, Trip HD8, Trip SST, Trip HDQ, Flush K, FullH 3, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,2,-525.7,625.2,946.3,   Good,   True,40,-20,0,20,47,300,-80,-52,168,83,18,94,   J, Pair Q, Trip SHA, Four 2, Four 4, Four 5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,1,-1589.6,517.7,470,   Good,   True,10,-20,0,-10,42,-85,-220,33,-272,80,14,94,   A, Trip SH9, Trip SSQ, Trip SHK, FullH 5, FullH 7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,0,-1207.3,-105.4,1067.1,     Ok,   True,50,90,40,180,44,-290,-120,-534,-944,85,13,94,   A, Pair 9, Pair K, Four 7, Four T, Five 8, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-1720.4,-34.5,-510.4,     Ok,   True,-68,-20,0,-88,53,120,160,58,338,85,17,94,   A, Trip SH6, Trip SH8, Trip SDJ, Flush K, FullH 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,0,-1403.4,-112.9,-224.3,     Ok,   True,-70,-20,0,-90,41,-15,-100,193,78,85,15,95,   K, Trip SH2, Trip HD9, Trip HHQ, Flush A, Five 6, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,0,-1597.7,-170,-184.6,     Ok,   True,-72,-20,0,-92,40,-70,360,160,450,91,16,95,  SA, Trip SC7, Trip SS9, Trip HCJ, FullH 5, FullH 6, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,1,-1503.7,201.9,187.9,     Ok,   True,-18,-20,0,-38,48,280,-80,-70,130,84,18,95,   A, Trip SH9, Trip SST, Trip SHK, Straight 6, Four 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,1,-703.3,723.1,857.8,   Good,   True,79,-20,0,59,43,-105,-220,112,-213,81,14,95,   Q, Trip SHJ, Trip SSK, Trip SHA, FullH 3, Four 4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,1,-830.9,1108.2,1404, Monster,   True,87,100,0,187,45,-190,-120,-447,-757,86,14,95,   K, Trip HHT, Trip SHJ, Trip DDA, Four 8, Four Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-1308.3,658.8,253.2,   Good,   True,-6,-20,0,-26,53,100,160,52,312,86,17,95,   K, Trip SH7, Trip HDQ, Trip HDA, FullH 4, FullH 5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,1,-2049.6,74.5,174.3,     Ok,   True,-8,-20,0,-28,42,-35,-100,185,50,86,15,96,   K, Trip HD8, Trip SST, Trip SSA, FullH 3, FullH 7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,0,-1376.2,802.3,592.8,   Good,   True,38,-20,0,18,40,-90,360,198,468,92,16,96,  HA, Trip SH9, Trip HDJ, Trip DCA, FullH 6, Four 3, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,1,-1073.8,937.9,1251,   Good,   True,80,100,0,180,49,380,-80,10,310,85,19,96,   A, Pair 7, Pair J, Four 4, FiveSF A, Five 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,0,-1911.8,-113.9,-434,     Ok,   True,-24,-20,0,-44,43,-125,-220,88,-257,82,14,96,   A, Pair 7, Pair 9, Trip SHK, Four 5, Five 8, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,1,-1632.6,-287.3,-363.2,     Ok,   True,-34,-20,0,-54,46,-210,-120,-481,-811,87,14,96,   A, Pair 4, Pair Q, Pair K, FiveSF T, FiveSF A, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-1287.8,215.5,-539.4,     Ok,   True,-52,-20,0,-72,53,80,160,0,240,87,17,96,   A, Trip SH6, Trip HC7, Trip HDK, Flush 7, Flush Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,1,1560.3,3099.6,4615.8, Monster,   True,206,90,40,336,43,55,-60,391,386,87,16,97,   Q, Trip SHA, Four 3, Four K, FiveSF 8, FiveSF A, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,0,-1503.7,-120.6,-18.1,     Ok,   True,-105,-20,0,-125,40,-110,360,93,343,93,16,97,  HA, Trip SH9, Trip SHT, Trip SSJ, Flush Q, FullH 4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,1,-1796.6,250.2,634.7,     Ok,   True,-12,-20,0,-32,50,360,-80,-2,278,86,19,97,   K, Trip SHT, Trip SSQ, Trip SSA, FullH 4, FullH 8, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,0,-1646.6,-188,487.7,     Ok,   True,-61,-20,0,-81,43,-145,-220,27,-338,83,14,97,   K, Trip SD8, Trip HDJ, Trip HDA, FullH 5, Four 7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,1,-1633.7,576.6,898,   Good,   True,-28,-20,0,-48,47,-230,-120,-509,-859,88,14,97,9, Trip SCT, Trip HCJ, Trip SCQ, Four 6, Four 7, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-2003.4,-1079.8,-1184.2,    Sad,  False,0,-10,-40,-50,53,70,120,0,190,87,17,97,   A, Pair 7, Trip DD4, Trip SH8, Flush K, Five 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,1,-1133.8,914.1,-396.8,   Good,   True,-45,-20,0,-65,44,35,-60,346,321,88,16,98,   K, Trip HH4, Trip HDT, Trip SHA, Flush Q, FullH 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,0,-868.1,574.3,678.4,   Good,   True,-2,-20,0,-22,40,-130,360,91,321,94,16,98,  SA, Trip SS8, Trip SDQ, Trip HDA, FullH 7, Four 4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,0,-2065.5,-82.6,-50.9,     Ok,   True,-43,-20,0,-63,50,340,-80,-45,215,87,19,98,   K, Trip HD4, Trip DC8, Trip SHT, Four 5, Four 6, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,1,-650.7,1778.8,1637.7, Monster,   True,88,90,40,218,44,-55,-180,115,-120,84,15,98,   T, Pair 9, Trip SDA, Four 3, Four 7, Five J, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,1,-1878.9,-776.8,116.3,    Sad,  False,0,-10,-40,-50,48,-240,-160,-509,-909,88,14,98,   Q, Trip HH6, Trip SSK, Trip SHA, Flush J, FullH 5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-1504.8,287.3,301,     Ok,   True,2,-20,0,-18,53,50,120,2,172,88,17,98,   A, Trip SD9, Trip SHQ, Trip HDK, Flush J, Flush Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,0,-1836.2,-136.4,-330.6,     Ok,   True,-53,-20,0,-73,44,15,-60,293,248,89,16,99,   K, Trip SH6, Trip HD9, Trip SST, FullH 3, Four 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,1,-841.7,1098.7,759.4, Monster,   True,21,-20,0,1,41,-150,360,112,322,95,16,99,  SJ, Trip SD3, Trip SDQ, Trip HDA, Four 5, FiveSF J, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,0,-1958,-162.9,676.4,     Ok,   True,41,-20,0,21,50,320,-80,-4,236,88,19,99,   A, Trip SH9, Trip SSQ, Trip HDK, FullH 8, Four 6, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,1,-1084.7,1140.9,-475.9, Monster,   True,-64,-20,0,-84,45,-75,-180,51,-204,85,15,99,   K, Trip HH3, Trip HDT, Trip SSA, Flush Q, FullH 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,1,-913.1,2326.2,831.3, Monster,   True,55,90,40,185,49,-150,-120,-454,-724,89,15,99,   J, Trip SH7, Trip SHK, Trip SHA, Flush J, Five 4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-2139.8,-781.2,-1171.8,    Sad,  False,0,-10,-40,-50,53,40,80,2,122,88,17,99,   A, Pair 6, Pair 9, Trip HHQ, Flush A, Five 5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Peter ,0,0,-1781,-166.9,-894.1,     Ok,   True,-55,-20,0,-75,44,-5,-60,238,173,90,16,100,   A, Pair K, Trip SHJ, Trip HDA, Flush J, Flush Q, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Johnny,0,1,-1665.3,824.3,604.6,   Good,   True,26,-20,0,6,42,-170,360,138,328,96,16,100,  HJ, Trip SST, Trip DCQ, Trip SDK, FullH 7, Four 8, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Ming  ,0,2,-1058.8,210.4,865,     Ok,   True,49,90,40,179,52,410,-40,45,415,89,20,100,   A, Pair K, Trip SS6, Four 4, Four 5, FiveSF J, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Tony  ,0,0,-1981.9,-784.8,-1017.3,    Sad,  False,0,-10,-40,-50,45,-85,-220,51,-254,85,15,100,   A, Trip HD4, Trip SH6, Trip SS9, Flush A, FullH 2, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Edmond,0,0,-1814.2,-315.6,-429.2,     Ok,   True,-10,-20,0,-30,49,-170,-120,-464,-754,90,15,100,   J, Trip CC2, Trip SDK, Trip SHA, Straight J, Flush 9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-500, Philip,0,0,-1998.3,-353,-366.4,     Ok,   True,-10,-20,0,-30,53,20,80,-8,92,89,17,100,   A, Trip SD3, Trip SH7, Trip SHQ, FullH 2, FiveSF 9, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0, -500, Peter , 0, -1838.9, -203.5, -1232.7,     Ok,   True,    -55,    -20,      0,    -75,      0,    -20,      0,    -55,    -75,      1,      0,      1,   A, Pair J, Pair Q, Pair K, FullH 6, Five 7, 
0, -500, Johnny, 0, -1915.0,  272.2, -139.2,     Ok,   True,     16,    -20,      0,     -4,      0,    -20,      0,     16,     -4,      1,      0,      1,  SK, Trip HD5, Trip HCQ, Trip SDA, Flush J, Flush Q, 
0, -500, Ming  , 0, -1852.6,    9.4, -1096.6,     Ok,   True,    -56,    -20,      0,    -76,      0,    -20,      0,    -56,    -76,      1,      0,      1,   A, Trip SH2, Trip DC8, Trip SST, Flush Q, Flush K, 
0, -500, Tony  , 3, -1129.0,  432.7, 1228.8,     Ok,   True,    102,    100,      0,    202,      3,    100,      0,    102,    202,      1,      1,      1,   J, Pair 6, Trip HDK, Four 3, Four 5, FiveSF 9, 
0, -500, Edmond, 0, -1246.6, -250.9,  169.3,     Ok,   True,     22,    -20,      0,      2,      0,    -20,      0,     22,      2,      1,      0,      1,   K, Trip SH9, Trip SHT, Trip HDA, Flush A, FullH 2, 
0, -500, Philip, 0, -1144.4,  452.5, -771.8,     Ok,   True,    -29,    -20,      0,    -49,      0,    -20,      0,    -29,    -49,      1,      0,      1,   A, Trip SH3, Trip SH7, Trip HDJ, Flush J, Four 4, 
0, -500, Peter , 0, -1227.5,  306.9,  449.9,     Ok,   True,      3,    -20,      0,    -17,      0,    -40,      0,    -52,    -92,      2,      0,      2,   Q, Pair 7, Pair T, Four 4, Four 9, Four A, 
0, -500, Johnny, 1, -968.4,  649.8, 1120.7,   Good,   True,     87,    100,      0,    187,      1,     80,      0,    103,    183,      2,      1,      2,  SA, Pair Q, Pair K, Four 6, Four T, Five J, 
0, -500, Ming  , 0, -730.0,  367.3, 1638.6,     Ok,   True,     22,    -20,      0,      2,      0,    -40,      0,    -34,    -74,      2,      0,      2,   A, Trip DC6, Trip SH7, Four 2, Four 8, Four K, 
0, -500, Tony  , 0, -2034.1,  -62.7, -370.9,     Ok,   True,    -35,    -20,      0,    -55,      3,     80,      0,     67,    147,      2,      1,      2,   K, Trip SS6, Trip DCT, Trip SSQ, Flush A, Flush A, 
0, -500, Edmond, 2,   49.2, 2154.6, 1492.7, Monster,   True,     20,    -20,      0,      0,      2,    -40,      0,     42,      2,      2,      0,      2,   Q, Pair 4, Trip SHK, Four 2, Four 5, Five 9, 
0, -500, Philip, 0, -1512.5,  569.5, -843.3,   Good,   True,    -97,    -20,      0,   -117,      0,    -40,      0,   -126,   -166,      2,      0,      2,   A, Trip SS5, Trip HD7, Trip HD8, Flush K, FullH 4, 
0, -500, Peter , 1, -1112.2,  335.2,  317.5,     Ok,   True,    -46,    -20,      0,    -66,      1,    -60,      0,    -98,   -158,      3,      0,      3,   K, Trip DD5, Trip DC9, Trip SSA, Flush Q, Five T, 
0, -500, Johnny, 0, -1637.1,  318.1,  663.3,     Ok,   True,    -23,    -20,      0,    -43,      1,     60,      0,     80,    140,      3,      1,      3,  HK, Trip SHJ, Trip SSQ, Trip SSA, FullH 4, FullH 5, 
0, -500, Ming  , 0, -1796.1,  -71.8,  549.7,     Ok,   True,    -19,    -20,      0,    -39,      0,    -60,      0,    -53,   -113,      3,      0,      3,   J, Trip HHT, Trip SDK, Trip HDA, FullH 2, FullH 8, 
0, -500, Tony  , 1,  528.4, 2560.1, 2782.0, Monster,   True,    168,    100,      0,    268,      4,    180,      0,    235,    415,      3,      2,      3,   A, Trip SCQ, Trip SCK, Four 3, Four 9, Four J, 
0, -500, Edmond, 0, -1407.0,   34.3, -830.6,     Ok,   True,   -122,    -20,      0,   -142,      2,    -60,      0,    -80,   -140,      3,      0,      3,   J, Trip SD3, Trip SHT, Trip HHQ, Flush 8, Flush A, 
0, -500, Philip, 1, -1073.1, -409.8, 1483.7,     Ok,   True,     42,    -20,      0,     22,      1,    -60,      0,    -84,   -144,      3,      0,      3,   A, Pair 7, Trip HDK, Four 2, Four 5, Five 4, 
0, -500, Peter , 0, -1770.2, -520.7, -1191.2,     Ok,  False,      0,    -10,    -40,    -50,      1,    -70,    -40,    -98,   -208,      3,      0,      4,   A, Trip SH2, Trip HH5, Trip HDQ, Straight T, Flush A, 
0, -500, Johnny, 0, -2018.8, -446.4,  203.9,     Ok,   True,     -5,    -20,      0,    -25,      1,     40,      0,     75,    115,      4,      1,      4,  SA, Trip SH9, Trip SDT, Trip SHA, Flush 9, Flush K, 
0, -500, Ming  , 0, -1798.4,  -10.5, -132.1,     Ok,   True,    -23,    -20,      0,    -43,      0,    -80,      0,    -76,   -156,      4,      0,      4,   A, Trip SH6, Trip SDJ, Trip SDK, Flush T, Flush A, 
0, -500, Tony  , 2, -613.7, 1396.7,  632.2, Monster,   True,     54,     80,     80,    214,      6,    260,     80,    289,    629,      4,      3,      4,   J, Trip SCQ, Trip SDK, Trip SDA, FullH 2, FullH 3, 
0, -500, Edmond, 0, -1868.8, -995.0,  301.5,    Sad,  False,      0,    -10,    -40,    -50,      2,    -70,    -40,    -80,   -190,      3,      0,      4,   K, Pair 6, Pair J, Four 4, Four 7, Four T, 
0, -500, Philip, 1, -995.0,  633.2, -873.5,   Good,   True,    -26,    -20,      0,    -46,      2,    -80,      0,   -110,   -190,      4,      0,      4,   K, Pair 9, Trip SHQ, Trip SCA, Flush Q, Flush K, 
0, -500, Peter , 2, -903.3,  604.0,  651.3,   Good,   True,     48,    100,      0,    148,      3,     30,    -40,    -50,    -60,      4,      1,      5,   Q, Trip HDJ, Trip SDK, Trip HHA, Straight T, Four 5, 
0, -500, Johnny, 0, -1595.9,  728.7,  433.7,   Good,   True,     -8,    -20,      0,    -28,      1,     20,      0,     67,     87,      5,      1,      5,  SK, Trip SST, Trip DDQ, Trip SSA, Straight 6, FullH 7, 
0, -500, Ming  , 0, -2015.0,  160.7,  533.6,     Ok,   True,     41,    -20,      0,     21,      0,   -100,      0,    -35,   -135,      5,      0,      5,   K, Trip SSJ, Trip SSQ, Trip SDA, Flush K, FullH 6, 
0, -500, Tony  , 0, -2190.5, -266.0, -1672.9,     Ok,   True,    -88,    -20,      0,   -108,      6,    240,     80,    201,    521,      5,      3,      5,   K, Pair A, Trip HC6, Trip DCT, Flush K, FullH 2, 
0, -500, Edmond, 0, -1541.1, -313.7,  272.8,     Ok,   True,     15,    -20,      0,     -5,      2,    -90,    -40,    -65,   -195,      4,      0,      5,   Q, Pair 9, Pair J, Trip HD3, Five 4, SixSF 7, 
0, -500, Philip, 1, -1573.9,  744.5,  583.3,   Good,   True,     -8,    -20,      0,    -28,      3,   -100,      0,   -118,   -218,      5,      0,      5,   A, Trip SHT, Trip SSQ, Trip SHK, FullH 8, FullH 9, 
0, -500, Peter , 0, -1239.5,  345.4,  206.0,     Ok,   True,    -36,    -20,      0,    -56,      3,     10,    -40,    -86,   -116,      5,      1,      6,   Q, Trip HD5, Trip HDK, Trip SHA, FullH 3, Four 2, 
0, -500, Johnny, 1, -692.4, 1997.1,  651.3, Monster,   True,     11,    -20,      0,     -9,      2,      0,      0,     78,     78,      6,      1,      6,  SA, Trip SH6, Trip HHJ, Trip SDK, Four 3, Four 4, 
0, -500, Ming  , 0, -1165.2,  220.1,  201.0,     Ok,   True,     -2,    -20,      0,    -22,      0,   -120,      0,    -37,   -157,      6,      0,      6,   A, Trip SHT, Trip SHJ, Trip HHQ, Flush Q, FullH 8, 
0, -500, Tony  , 1,  294.1, 1159.2, 1652.2, Monster,   True,     94,    100,      0,    194,      7,    340,     80,    295,    715,      6,      4,      6,   K, Trip SDT, Trip DCA, Trip SHA, FullH 3, SixSF 9, 
0, -500, Edmond, 1, -1660.0,  459.8, -146.4,     Ok,   True,    -44,    -20,      0,    -64,      3,   -110,    -40,   -109,   -259,      5,      0,      6,   A, Trip DD7, Trip HDT, Trip SSK, Flush Q, FullH 6, 
0, -500, Philip, 0, -1135.2,  460.5,  313.4,     Ok,   True,    -23,    -20,      0,    -43,      3,   -120,      0,   -141,   -261,      6,      0,      6,   8, Trip SC6, Trip DD9, Trip SSQ, Four 5, Four J, 
0, -500, Peter , 0, -1760.3, -100.8, -1484.8,     Ok,   True,    -57,    -20,      0,    -77,      3,    -10,    -40,   -143,   -193,      6,      1,      7,   A, Pair Q, Trip SS5, Trip HDK, Flush K, Flush A, 
0, -500, Johnny, 0, -1843.9, -193.7, -681.3,     Ok,   True,    -25,    -20,      0,    -45,      2,    -20,      0,     53,     33,      7,      1,      7,  DA, Pair 8, Trip SD2, Trip SHK, Flush J, SixSF A, 
0, -500, Ming  , 2, -1049.9,  333.8,  721.8,     Ok,   True,     47,     90,     40,    177,      2,    -30,     40,     10,     20,      7,      1,      7,   J, Trip SD7, Trip SHK, Trip SSA, FullH 3, FiveSF 6, 
0, -500, Tony  , 0, -2092.6, -1046.8, 1194.3,    Sad,  False,      0,    -10,    -40,    -50,      7,    330,     40,    295,    665,      6,      4,      7,   K, Pair 7, Pair T, Four 5, Four 9, SixSF A, 
0, -500, Edmond, 0, -1455.7,  419.6,  206.4,     Ok,   True,     32,    -20,      0,     12,      3,   -130,    -40,    -77,   -247,      6,      0,      7,   A, Trip HD8, Trip SDJ, Trip SHJ, Flush K, Four 9, 
0, -500, Philip, 0, -666.0, 1057.5, -110.6, Monster,   True,      3,    -20,      0,    -17,      3,   -140,      0,   -138,   -278,      7,      0,      7,   Q, Trip SH7, Trip SDT, Trip SDA, Flush J, FullH 2, 
0, -500, Peter , 1, -1370.3,  100.3, 1234.9,     Ok,   True,     45,     80,     80,    205,      4,     70,     40,    -98,     12,      7,      2,      8,   A, Pair 7, Trip SDT, Four 2, Four 4, Five J, 
0, -500, Johnny, 0, -2101.2, -933.8, -1724.0,    Sad,  False,      0,    -10,    -40,    -50,      2,    -30,    -40,     53,    -17,      7,      1,      8,  SA, Pair 9, Trip SH2, Trip SS5, Flush A, Four 3, 
0, -500, Ming  , 0, -693.0,   28.3,  108.5,     Ok,   True,    -46,    -20,      0,    -66,      2,    -50,     40,    -36,    -46,      8,      1,      8,   A, Trip DD8, Trip SH9, Trip SHK, Flush Q, Four 6, 
0, -500, Tony  , 1, -990.8,  719.0,  318.7,   Good,   True,    -18,    -20,      0,    -38,      8,    310,     40,    277,    627,      7,      4,      8,   A, Trip SH8, Trip HCQ, Trip SDK, FullH 5, FullH 7, 
0, -500, Edmond, 0, -2195.8, -1107.6, -1241.2,    Sad,  False,      0,    -10,    -40,    -50,      3,   -140,    -80,    -77,   -297,      6,      0,      8,   A, Pair Q, Trip SD8, Trip CCA, Flush 9, Flush K, 
0, -500, Philip, 1, -1656.7,  470.5,  691.0,     Ok,   True,     19,    -20,      0,     -1,      4,   -160,      0,   -119,   -279,      8,      0,      8,   J, Trip SHQ, Trip SDK, Trip SHA, FullH 4, FullH T, 
0, -500, Peter , 1, -1326.2,   55.7, -451.1,     Ok,   True,    -17,    -20,      0,    -37,      5,     50,     40,   -115,    -25,      8,      2,      9,   K, Trip SH5, Trip SH6, Trip SSA, Flush Q, Four 3, 
0, -500, Johnny, 1, -899.4,  985.8,  976.2,   Good,   True,     94,     90,     40,    224,      3,     60,      0,    147,    207,      8,      2,      9,  DA, Trip HHT, Trip HDQ, Trip SCK, FullH 7, FiveSF A, 
0, -500, Ming  , 0, -1993.4, -112.2, -1585.3,     Ok,   True,    -64,    -20,      0,    -84,      2,    -70,     40,   -100,   -130,      9,      1,      9,   A, Pair 9, Trip HC4, Trip HD8, Flush K, Four 7, 
0, -500, Tony  , 0, -2141.2, -464.2, -475.1,     Ok,   True,      3,    -20,      0,    -17,      8,    290,     40,    280,    610,      8,      4,      9,   K, Trip SH6, Trip SDT, Trip SCJ, Flush 9, Flush A, 
